targets,texts
0,i wait 4 ü inside da car park...
0,havent planning to buy later. i check already lido only got 530 show in e afternoon. u finish work already?
0,thanks honey. have a great day.
1,please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!
0,wa... u so efficient... gee... thanx...
0,no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat.
0,"babe, i'm back ... come back to me ..."
0,ok
0,"me not waking up until 4 in the afternoon, sup"
1,todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.
0,its a part of checking iq
0,please ask mummy to call father
0,cheers for the card ... is it that time of year already?
0,eat jap done oso aft ur lect wat... ü got lect at 12 rite...
0,oh ya... got hip hop open. haha i was thinking can go for jazz then zoom to cine... actually tonight i'm free leh... and there's a kb lesson tonight
0,life style garments account no please.
0,nope... c ü then...
0,how? izzit still raining?
0,i will see in half an hour
0,sry da..jst nw only i came to home..
0,"cool, what time you think you can get here?"
0,"me also da, i feel yesterday night  wait til 2day night dear."
0,"k, want us to come by now?"
0,havent still waitin as usual... ü come back sch oredi?
0,why don't you wait 'til at least wednesday to see if you get your .
0,"send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must."
0,jay says he'll put in  &lt;#&gt;
0,so what u doing today?
0,please leave this topic..sorry for telling that..
0,"i know where the  &lt;#&gt;  is, i'll be there around 5"
0,k then 2marrow are you coming to class.
0,where is that one day training:-)
1,todays voda numbers ending with 7634 are selected to receive a £350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
0,"hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !"
0,how will i creep on you now? ;_;
1,urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or £5000 cash await collection sae t&cs box 326 cw25wx 150ppm
1,hi i'm sue. i am 20 years old and work as a lapdancer. i love sex. text me live - i'm i my bedroom now. text sue to 89555. by textoperator g2 1da 150ppmsg 18+
0,i'm going 2 orchard now laready me reaching soon. u reaching?
0,how much would it cost to hire a hitman
0,oh k.k..where did you take test?
1,(bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..
0,ok...
0,when're you guys getting back? g said you were thinking about not staying for mcr
0,hope youre not having too much fun without me!! see u tomorrow love jess x
1,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
0,"i'll get there at 3, unless you guys want me to come some time sooner"
0,you will go to walmart. i.ll stay.
0,hmmm:)how many players selected?
0,"sorry, i'll call later"
0,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
0,er yep sure. props?
0,"sir, i need axis bank account no and bank address."
0,yunny... i'm goin to be late
0,if you mean the website. yes.
0,i love your ass! do you enjoy doggy style? :)
0,also that chat was awesome but don't make it regular unless you can see her in person
0,having lunch:)you are not in online?why?
0,i love to give massages. i use lots of baby oil... what is your fave position?
0,v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :-)
0,so what about you. what do you remember
0,mode men or have you left.
0,nt yet chikku..simple habba..hw abt u?
1,"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, £1.50 to rcv"
1,"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
0,congratulations ore mo owo re wa. enjoy it and i wish you many happy moments to and fro wherever you go
0,u sick still can go shopping?
0,we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;
0,no probably  &lt;#&gt; %.
0,"by the way, i've put a skip right outside the front of the house so you can see which house it is. just pull up before it."
0,"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always"
0,yes. i come to nyc for audiitions and am trying to relocate.
0,maybe you should find something else to do instead???
0,you still coming tonight?
0,hows the champ just leaving glasgow!
0,hey ! don't forget ... you are mine ... for me ... my possession ... my property ... mmm ... *childish smile* ...
0,thts wat wright brother did to fly..
0,mm you ask him to come its enough :-)
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only
1,"thanks for your ringtone order, ref number r836. your mobile will be charged £4.50. should your tone not arrive please call customer services on 09065069154"
0,how are you. wish you a great semester
0,"thanks again for your reply today. when is ur visa coming in. and r u still buying the gucci and bags. my sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. later sha."
0,";-( oh well, c u later"
1,"your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call"
0,mm i am on the way to railway
0,"alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
0,s now only i took tablets . reaction morning only.
1,join the uk's horniest dogging service and u can have sex 2nite!. just sign up and follow the instructions. txt entry to 69888 now! nyt.ec2a.3lp.msg@150p
0,can ü call me at 10:10 to make sure dat i've woken up...
0,he's in lag. that's just the sad part but we keep in touch thanks to skype
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
0,are you in castor? you need to see something
0,x2  &lt;#&gt; . are you going to get that
0,"lol, oh you got a friend for the dog ?"
0,can you pls send me that company name. in saibaba colany
0,i will come tomorrow di
0,anytime...
0,about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.
0,whore you are unbelievable.
0,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
1,"thanks for your ringtone order, reference number x49. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar"
0,hi harish's rent has been transfred to ur acnt.
0,think you sent the text to the home phone. that cant display texts. if you still want to send it his number is
0,you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|
0,"bloody hell, cant believe you forgot my surname mr . ill give u a clue, its spanish and begins with m..."
0,just send a text. we'll skype later.
0,same to u...
0,reason is if the team budget is available at last they buy the unsold players for at base rate..
0,okie...
0,"a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'"
0,i'm really sorry i lit your hair on fire
0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?"
1,xmas iscoming & ur awarded either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription
1,"six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info"
0,i tot u reach liao. he said t-shirt.
0,i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-)
0,lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan?
0,will be office around 4 pm. now i am going hospital.
0,"sorry my roommates took forever, it ok if i come by now?"
0,i also thk too fast... xy suggest one not me. u dun wan it's ok. going 2 rain leh where got gd.
1,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid 12hrs only
0,k i'll be there before 4.
1,"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm"
0,ha... u jus ate honey ar? so sweet...
0,"oh, my love, it's soooo good to hear from you. omg i missed you so much today. i'm sorry your having problems with the provider but thank you for tming me"
0,"ya, told..she was asking wats matter?"
0,is xy going 4 e lunch?
0,"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit"
0,best line said in love: . i will wait till the day i can forget u or the day u realize that u cannot forget me.... gn
1,would you like to see my xxx pics they are so hot they were nearly banned in the uk!
0,yeah my usual guy's out of town but there're definitely people around i know
0,i always chat with you. in fact i need money can you raise me?
1,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
0,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
0,"one of best dialogue in cute reltnship..!! wen i die, dont come near my body..!! bcoz my hands may not come 2 wipe ur tears off that time..!gud ni8"
0,meet after lunch la...
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.
0,this pain couldn't have come at a worse time.
0,i got lousy sleep. i kept waking up every 2 hours to see if my cat wanted to come in. i worry about him when its cold :(
0,are there ta jobs available? let me know please cos i really need to start working
1,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase
0,u call me alter at 11 ok.
0,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
0,"we're all getting worried over here, derek and taylor have already assumed the worst"
0,"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop"
0,shuhui has bought ron's present it's a swatch watch...
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09058094454 from land line. claim 3030. valid 12hrs only
0,hi. happy new year. i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. thanks
0,dont think so. it turns off like randomlly within 5min of opening
0,ok.
0,surely result will offer:)
0,so the sun is anti sleep medicine.
0,u come n search tat vid..not finishd..
0,moji just informed me that you saved our lives. thanks.
0,pass dis to all ur contacts n see wat u get! red;i'm in luv wid u. blue;u put a smile on my face. purple;u r realy hot. pink;u r so swt. orange;i thnk i lyk u. green;i realy wana go out wid u. yelow;i wnt u bck. black;i'm jealous of u. brown;i miss you nw plz giv me one color
0,wait  &lt;#&gt;  min..
0,the greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,"hey ! i want you ! i crave you ! i miss you ! i need you ! i love you, ahmad saeed al hallaq ..."
0,"i wonder how you got online, my love ? had you gone to the net cafe ? did you get your phone recharged ? were you on a friends net ? i think of you, boytoy"
0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
0,omg how did u know what i ate?
0,y lei?
0,where are you call me.
0,"just arrived, see you in a couple days &lt;3"
0,"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?"
0,doc prescribed me morphine cause the other pain meds aren't enough. waiting for my mom to bring it. that med should kick in fast so i'm gonna try to be on later
0,unni thank you dear for the recharge..rakhesh
0,"came to look at the flat, seems ok, in his 50s? * is away alot wiv work. got woman coming at 6.30 too."
0,i reach home safe n sound liao...
0,pls call me da. what happen.
0,"until 545 lor... ya, can go 4 dinner together..."
0,it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.
0,lol great now im getting hungry.
0,neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;
0,hey!!! i almost forgot ... happy b-day babe ! i love ya!!
0,"yo my trip got postponed, you still stocked up?"
0,pick you up bout 7.30ish? what time are  and that going?
0,"can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand."
0,no we sell it all so we'll have tons if coins. then sell our coins to someone thru paypal. voila! money back in life pockets:)
0,was actually about to send you a reminder today. have a wonderful weekend
0,she's good. how are you. where r u working now
0,when ü login dat time... dad fetching ü home now?
0,dai what this da.. can i send my resume to this id.
1,"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1,ringtoneking 84484
0,k i'll call you when i'm close
0,this is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
1,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt
0,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
0,dare i ask... any luck with sorting out the car?
0,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
0,he remains a bro amongst bros
0,"yeah, probably earlier than that"
0,when u love someone dont make them to love u as much as u do. but love them so much that they dont want to be loved by anyone except you... gud nit.
0,"yup, leaving right now, be back soon"
0,"sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
0,that's necessarily respectful
0,dear reached railway. what happen to you
0,where's my boytoy? i miss you ... what happened?
0,no did you check? i got his detailed message now
0,your pussy is perfect!
0,"sorry that took so long, omw now"
0,hey gorgeous man. my work mobile number is. have a good one babe. squishy mwahs.
0,yes.mum lookin strong:)
1,natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468
0,want to finally have lunch today?
0,is that what time you want me to come?
0,pathaya enketa maraikara pa'
0,today is song dedicated day.. which song will u dedicate for me? send this to all ur valuable frnds but first rply me...
0,ok enjoy . r u there in home.
0,"aight, i'll hit you up when i get some cash"
1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
1,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
0,yup
0,"garbage bags, eggs, jam, bread, hannaford wheat chex"
0,howz that persons story
0,jay says that you're a double-faggot
0,have * good weekend.
1,"xmas offer! latest motorola, sonyericsson & nokia & free bluetooth or dvd! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/4qf2"
1,you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3
0,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
0,a boy was late 2 home. his father: power of frndship
0,i called and said all to him:)then he have to choose this future.
0,i'm thinking that chennai forgot to come for auction..
0,it has everything to do with the weather. keep extra warm. its a cold but nothing serious. pls lots of vitamin c
0,dunno da next show aft 6 is 850. toa payoh got 650.
0,"yes..but they said its it.,"
0,why are u up so early?
1,don't b floppy... b snappy & happy! only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
0,"i'm not sure, i was just checking out what was happening around the area"
0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
0,hey tmr maybe can meet you at yck
0,i calls you later. afternoon onwords mtnl service get problem in south mumbai. i can hear you but you cann't listen me.
1,win a £200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 £1.50perweeksub.
0,aiyah e rain like quite big leh. if drizzling i can at least run home.
0,i think it's all still in my car
0,"abeg, make profit. but its a start. are you using it to get sponsors for the next event?"
1,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,yo dude guess who just got arrested the other day
0,i know that my friend already told that.
0,okay name ur price as long as its legal! wen can i pick them up? y u ave x ams xx
0,ü called dad oredi...
0,"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore"
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
1,private! your 2003 account statement for 07808247860 shows 800 un-redeemed s. i. m. points. call 08719899229 identifier code: 40411 expires 06/11/04
0,huh i cant thk of more oredi how many pages do we have?
0,i sent lanre fakeye's eckankar details to the mail box
0,i will be outside office take all from there
0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?
0,sorry to be a pain. is it ok if we meet another night? i spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. sorry.
0,umma my life and vava umma love you lot dear
0,babe ! what are you doing ? where are you ? who are you talking to ? do you think of me ? are you being a good boy? are you missing me? do you love me ?
0,u ned to convince him tht its not possible witot hurting his feeling its the main
0,which is why i never wanted to tell you any of this. which is why i'm so short with you and on-edge as of late.
0,should i have picked up a receipt or something earlier
1,you are a winner you have been specially selected to receive £1000 cash or a £2000 award. speak to a live operator to claim call 087123002209am-7pm. cost 10p
0,"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks!"
1,get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just £1.50 per wk 2 opt out send stop 08452810071 16
0,can ü send me a copy of da report?
0,u still havent got urself a jacket ah?
0,"yeah hopefully, if tyler can't do it i could maybe ask around a bit"
0,"aight, see you in a bit"
0,cos i want it to be your thing
0,hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.
0,have you seen who's back at holby?!
0,k..k..i'm also fine:)when will you complete the course?
0,apo all other are mokka players only
1,please call 08712402578 immediately as there is an urgent message waiting for you
0,"hey babe! far 2 spun-out 2 spk at da mo... dead 2 da wrld. been sleeping on da sofa all day, had a cool nytho, tx 4 fonin hon, call 2mwen im bk frmcloud 9! j x"
0,erutupalam thandiyachu
0,my no. in luton 0125698789 ring me if ur around! h*
0,"when you just put in the + sign, choose my number and the pin will show. right?"
1,are you unique enough? find out from 30th august. www.areyouunique.co.uk
0,hi di is yijue we're meeting at 7 pm at esaplanade tonight.
0,then mum's repent how?
0,i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.
0,book which lesson? then you msg me... i will call up after work or sth... i'm going to get specs. my membership is px3748
1,double mins & double txt & 1/2 price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56
0,no no. i will check all rooms befor activities
1,please call 08712402972 immediately as there is an urgent message waiting for you
0,in fact when do you leave? i think addie goes back to school tues or wed
0,i only work from mon to thurs but sat i cant leh... booked liao... which other day u free?
1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
0,den wat will e schedule b lk on sun?
0,"usf i guess, might as well take 1 car"
0,update your face book status frequently :)
0,have a safe trip to nigeria. wish you happiness and very soon company to share moments with
1,urgent! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only
1,"orange brings you ringtones from all time chart heroes, with a free hit each week! go to ringtones & pics on wap. to stop receiving these tips reply stop."
1,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries@netvision.uk.com
0,when are you going to ride your bike?
0,"yup. anything lor, if u dun wan it's ok..."
0,"yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?"
0,i walked an hour 2 c u! doesnt that show i care y wont u believe im serious?
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,tell where you reached
0,no no. i will check all rooms befor activities
1,collect your valentine's weekend to paris inc flight & hotel + £200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com
1,todays voda numbers ending 5226 are selected to receive a ?350 award. if you hava a match please call 08712300220 quoting claim code 1131 standard rates app
0,where's mummy's boy ? is he being good or bad ? is he being positive or negative ? why is mummy being made to wait? hmmmm?
0,my battery is low babe
1,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599
0,haha but no money leh... later got to go for tuition... haha and looking for empty slots for driving lessons
0,i'll meet you in the lobby
0,ok lor... or u wan me go look 4 u?
0,i sent your maga that money yesterday oh.
0,do you like italian food?
0,no. it's not pride. i'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.
0,i'm meeting darren...
0,imagine life without me... see.. how fast u are searching me?don't worry.. l'm always there to disturb u.. goodnoon..:)
0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
0,what???? hello wats talks email address?
0,aft i finish my lunch then i go str down lor. ard 3 smth lor. u finish ur lunch already?
0,i want to see your pretty pussy...
0,how long does applebees fucking take
0,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
0,just haven't decided where yet eh ?
0,hi baby ive just got back from work and i was wanting to see u allday! i hope i didnt piss u off on the phone today. if u are up give me a call xxx
0,so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream
0,great! i shoot big loads so get ready!
0,7 at esplanade.. do ü mind giving me a lift cos i got no car today..
0,ard 515 like dat. y?
1,tells u 2 call 09066358152 to claim £5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!
0,hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx
0,wat so late still early mah. or we juz go 4 dinner lor. aiya i dunno...
0,"sorry, i'll call later"
0,"haven't found a way to get another app for your phone, eh ? will you go to the net cafe ? did you take that job? geeee i need you babe. i crave to see you ..."
0,"hi, mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
1,"pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on 08000839402 or call2optout/!yhl"
0,simply sitting and watching match in office..
0,"sorry, i'll call later"
0,u wan 2 haf lunch i'm in da canteen now.
0,"i'm in a meeting, call me later at"
1,"today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x"
0,are you free now?can i call now?
0,lol they were mad at first but then they woke up and gave in.
0,of course. i guess god's just got me on hold right now.
1,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
1,free msg: ringtone!from: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-jul-05
0,k..k..i'm also fine:)when will you complete the course?
1,"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service"
1,yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.
0,oh shut it. omg yesterday i had a dream that i had 2 kids both boys. i was so pissed. not only about the kids but them being boys. i even told mark in my dream that he was changing diapers cause i'm not getting owed in the face.
0,id have to check but there's only like 1 bowls worth left
0,k. i will sent it again
0,she just broke down a list of reasons why nobody's in town and i can't tell if she's being sarcastic or just faggy
0,hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love pete x x x
0,i did. one slice and one breadstick. lol
0,ok pa. nothing problem:-)
0,dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
0,okie... thanx...
0,"the  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . that's why i blanked him."
0,ok. how many should i buy.
0,i am taking half day leave bec i am not well
0,"i‘ve got some salt, you can rub it in my open wounds if you like!"
0,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
0,do you like shaking your booty on the dance floor?
0,well keep in mind i've only got enough gas for one more round trip barring a sudden influx of cash
0,no. she's currently in scotland for that.
0,not course. only maths one day one chapter with in one month we can finish.
0,mine here like all fr china then so noisy.
0,jus finish my lunch on my way home lor... i tot u dun wan 2 stay in sch today...
0,the length is e same but e top shorter n i got a fringe now. i thk i'm not going liao. too lazy. dun wan 2 distract u also.
0,take some small dose tablet for fever
0,he neva grumble but i sad lor... hee... buy tmr lor aft lunch. but we still meetin 4 lunch tmr a not. neva hear fr them lei. ü got a lot of work ar?
0,"very hurting n meaningful lines ever: i compromised everything for my love, but at d end my love compromised me for everything:-(.. gud mornin:-)"
0,er mw im filled tuth is aight
0,i re-met alex nichols from middle school and it turns out he's dealing!
0,ok cool. see ya then.
0,do you know what mallika sherawat did yesterday? find out now @  &lt;url&gt;
1,big brother alert! the computer has selected u for 10k cash or #150 voucher. call 09064018838. ntt po box cro1327 18+ bt landline cost 150ppm mobiles vary
0,"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)"
1,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl
0,no da. i am happy that we sit together na
0,stupid.its not possible
0,ok... but bag again..
0,wife.how she knew the time of murder exactly
0,"alright, i'll make sure the car is back tonight"
0,ok i've sent u da latest version of da project.
0,"hey babe, sorry i didn't get sooner. gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a ptbo and he says it will cost  &lt;#&gt;  bucks. i don't know if it might be cheaper to find someone there ? we don't have any second hand machines at all right now, let me know what you want to do babe"
0,u attend ur driving lesson how many times a wk n which day?
0,not planned yet :)going to join company on jan 5 only.don know what will happen after that.
0,come by our room at some point so we can iron out the plan for this weekend
0,"storming msg: wen u lift d phne, u say hello do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? margaret hello she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person, bt not his girlfrnd... g o o d n i g h t . . .@"
0,"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,i will come with karnan car. please wait till 6pm will directly goto doctor.
0,just getting back home
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal. ..
0,boo i'm on my way to my moms. she's making tortilla soup. yummmm
0,"oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up..."
0,"how are you, my love ? are you with your brother ? time to talk english with him ? *grins* say : hey muhommad, penny says hello from across the sea"
0,arun can u transfr me d amt
0,what not under standing.
0,"sorry, i'll call later"
0,missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.
1,"new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today! from only £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction."
0,hi.what you think about match?
0,i thought slide is enough.
0,i borrow ur bag ok.
0,"babe! how goes that day ? what are you up to ? i miss you already, my love ... * loving kiss* ... i hope everything goes well."
1,sex up ur mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! pocketbabe.co.uk 4 more pics. 16 £3/wk 087016248
0,hi darlin did youphone me? im athome if youwanna chat.
0,"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good"
0,they released another italian one today and it has a cosign option
1,"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj"
0,company is very good.environment is terrific and food is really nice:)
0,i'll reach in ard 20 mins ok...
1,"twinks, bears, scallies, skins and jocks are calling now. don't miss the weekend's fun. call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
0,"ok da, i already planned. i wil pick you."
0,"okies... i'll go yan jiu too... we can skip ard oso, go cine den go mrt one, blah blah blah..."
1,you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
0,i uploaded mine to facebook
